UTC_DATETIME,WIND_DIRECTION,WIND_SPEED_GUST_MPH,WIND_SPEED_MPH
2011-12-31 13:12:00,NNE,6.0,3.0
2011-12-31 13:21:00,NE,6.0,2.0
2011-12-31 13:27:00,NE,6.0,1.0
2011-12-31 13:32:00,East,6.0,1.0
2011-12-31 13:37:00,ENE,6.0,2.0
2011-12-31 13:42:00,East,9.0,2.0
2011-12-31 13:47:00,ENE,9.0,3.0
2011-12-31 13:52:00,ENE,8.0,3.0
2011-12-31 14:01:00,ENE,9.0,5.0
2011-12-31 14:06:00,East,10.0,5.0
2011-12-31 14:12:00,NNE,12.0,6.0
2011-12-31 14:17:00,NNE,12.0,2.0
2011-12-31 14:22:00,NNE,12.0,0.0
2011-12-31 14:27:00,NNE,9.0,1.0
2011-12-31 14:32:00,NNE,3.0,2.0
2011-12-31 14:38:00,NNE,4.0,2.0
2011-12-31 14:43:00,NE,5.0,2.0
2011-12-31 14:48:00,North,5.0,2.0
2011-12-31 14:53:00,NNW,5.0,4.0
2011-12-31 14:58:00,North,5.0,4.0
2011-12-31 15:03:00,WNW,8.0,1.0
2011-12-31 15:08:00,North,8.0,0.0
2011-12-31 15:14:00,North,8.0,0.0
2011-12-31 15:19:00,North,5.0,1.0
2011-12-31 15:24:00,NE,3.0,2.0
2011-12-31 15:29:00,NE,3.0,1.0
2011-12-31 15:34:00,NNE,5.0,0.0
2011-12-31 15:39:00,NE,5.0,1.0
2011-12-31 15:44:00,NE,5.0,1.0
2011-12-31 15:49:00,NNE,3.0,0.0
2011-12-31 15:55:00,NNE,4.0,0.0
2011-12-31 16:00:00,NNE,4.0,0.0
2011-12-31 16:05:00,NNE,4.0,0.0
2011-12-31 16:10:00,NNE,2.0,0.0
2011-12-31 16:15:00,NNE,1.0,0.0
2011-12-31 16:20:00,NNE,1.0,0.0
2011-12-31 16:25:00,NNE,1.0,0.0
2011-12-31 16:30:00,NE,2.0,1.0
2011-12-31 16:35:00,NE,3.0,0.0
2011-12-31 16:41:00,NNE,3.0,2.0
2011-12-31 16:46:00,North,5.0,1.0
2011-12-31 16:51:00,NNE,5.0,1.0
2011-12-31 16:56:00,NNE,5.0,2.0
2011-12-31 17:01:00,North,4.0,2.0
2011-12-31 17:06:00,North,4.0,2.0
2011-12-31 17:11:00,North,5.0,0.0
2011-12-31 17:17:00,North,5.0,0.0
2011-12-31 17:22:00,North,5.0,0.0
2011-12-31 17:27:00,NNE,2.0,2.0
2011-12-31 17:32:00,ENE,2.0,1.0
2011-12-31 17:37:00,NNE,3.0,2.0
2011-12-31 17:42:00,NE,4.0,1.0
2011-12-31 17:47:00,NNE,4.0,1.0
2011-12-31 17:52:00,North,4.0,1.0
2011-12-31 17:57:00,NNE,4.0,2.0
2011-12-31 18:02:00,North,4.0,0.0
2011-12-31 18:08:00,NE,4.0,1.0
2011-12-31 18:13:00,NE,4.0,2.0
2011-12-31 18:18:00,North,4.0,0.0
2011-12-31 18:23:00,North,3.0,1.0
2011-12-31 18:28:00,NE,3.0,0.0
2011-12-31 18:33:00,NNE,3.0,3.0
2011-12-31 18:37:00,NNE,4.0,1.0
2011-12-31 18:38:00,North,4.0,1.0
2011-12-31 18:43:00,NNW,4.0,3.0
2011-12-31 18:48:00,NNE,4.0,1.0
2011-12-31 18:54:00,ENE,4.0,0.0
2011-12-31 18:59:00,ENE,4.0,2.0
2011-12-31 19:04:00,East,4.0,1.0
2011-12-31 19:09:00,NE,4.0,1.0
2011-12-31 19:14:00,ENE,3.0,0.0
2011-12-31 19:19:00,East,3.0,1.0
2011-12-31 19:24:00,ENE,3.0,1.0
2011-12-31 19:29:00,North,5.0,1.0
2011-12-31 19:34:00,NNE,5.0,1.0
2011-12-31 19:39:00,NNE,3.0,0.0
2011-12-31 19:45:00,NNE,3.0,0.0
2011-12-31 19:50:00,NNE,3.0,0.0
2011-12-31 19:55:00,NNE,2.0,0.0
2011-12-31 20:00:00,NNE,2.0,0.0
2011-12-31 20:05:00,NNE,2.0,0.0
2011-12-31 20:10:00,NNE,2.0,0.0
2011-12-31 20:15:00,NNE,1.0,0.0
2011-12-31 20:20:00,SSE,1.0,0.0
2011-12-31 20:25:00,SSE,3.0,0.0
2011-12-31 20:30:00,SSE,3.0,0.0
2011-12-31 20:35:00,ESE,2.0,1.0
2011-12-31 20:40:00,East,2.0,1.0
2011-12-31 20:45:00,East,3.0,0.0
2011-12-31 20:51:00,East,3.0,0.0
2011-12-31 20:56:00,East,3.0,0.0
2011-12-31 21:01:00,East,2.0,1.0
2011-12-31 21:06:00,East,3.0,2.0
2011-12-31 21:11:00,ENE,4.0,0.0
2011-12-31 21:16:00,ENE,4.0,0.0
2011-12-31 21:21:00,SSE,4.0,0.0
2011-12-31 21:26:00,SW,2.0,0.0
2011-12-31 21:32:00,South,4.0,0.0
2011-12-31 21:37:00,WSW,4.0,3.0
2011-12-31 21:42:00,SW,4.0,0.0
2011-12-31 21:47:00,SW,5.0,3.0
2011-12-31 21:52:00,WSW,5.0,1.0
2011-12-31 21:57:00,WSW,5.0,2.0
2011-12-31 22:02:00,WSW,5.0,2.0
2011-12-31 22:07:00,WSW,4.0,2.0
2011-12-31 22:12:00,WSW,4.0,2.0
2011-12-31 22:17:00,WSW,4.0,0.0
2011-12-31 22:22:00,WSW,3.0,0.0
2011-12-31 22:27:00,WSW,3.0,1.0
2011-12-31 22:32:00,West,3.0,0.0
2011-12-31 22:38:00,West,3.0,1.0
2011-12-31 22:43:00,West,3.0,0.0
2011-12-31 22:48:00,West,3.0,0.0
2011-12-31 22:53:00,West,2.0,0.0
2011-12-31 22:58:00,NNW,3.0,3.0
2011-12-31 23:03:00,NNW,4.0,0.0
2011-12-31 23:08:00,ENE,4.0,2.0
2011-12-31 23:14:00,ENE,4.0,0.0
2011-12-31 23:19:00,ENE,3.0,2.0
2011-12-31 23:24:00,ENE,3.0,3.0
2011-12-31 23:29:00,NE,5.0,1.0
2011-12-31 23:34:00,NE,5.0,0.0
2011-12-31 23:39:00,NE,5.0,0.0
2011-12-31 23:44:00,NE,3.0,1.0
2011-12-31 23:49:00,NE,3.0,0.0
2011-12-31 23:55:00,NE,3.0,1.0
2012-01-01 00:00:00,ENE,3.0,3.0
2012-01-01 00:05:00,ENE,3.0,0.0
2012-01-01 00:10:00,ENE,3.0,0.0
2012-01-01 00:15:00,ENE,1.0,0.0
2012-01-01 00:20:00,ENE,1.0,0.0
2012-01-01 00:25:00,NE,1.0,0.0
2012-01-01 00:30:00,NE,1.0,0.0
2012-01-01 00:36:00,NE,1.0,0.0
2012-01-01 00:41:00,NNE,2.0,0.0
2012-01-01 00:46:00,NNE,2.0,0.0
2012-01-01 00:51:00,NNE,2.0,0.0
2012-01-01 00:56:00,NE,3.0,0.0
2012-01-01 01:01:00,NE,3.0,0.0
2012-01-01 01:06:00,NE,3.0,2.0
2012-01-01 01:11:00,NE,2.0,1.0
2012-01-01 01:16:00,NNE,3.0,0.0
2012-01-01 01:21:00,North,4.0,1.0
2012-01-01 01:26:00,North,4.0,2.0
2012-01-01 01:32:00,North,5.0,1.0
2012-01-01 01:37:00,North,5.0,0.0
2012-01-01 01:42:00,NNE,5.0,4.0
2012-01-01 01:47:00,NNE,5.0,1.0
2012-01-01 01:52:00,North,5.0,2.0
2012-01-01 01:57:00,North,6.0,2.0
2012-01-01 02:02:00,NNE,6.0,1.0
2012-01-01 02:07:00,NE,6.0,2.0
2012-01-01 02:12:00,NE,5.0,0.0
2012-01-01 02:17:00,North,4.0,0.0
2012-01-01 02:22:00,NNE,4.0,1.0
2012-01-01 02:27:00,NNE,6.0,4.0
2012-01-01 02:30:00,North,6.0,1.0
2012-01-01 02:32:00,NNE,6.0,2.0
2012-01-01 02:37:00,NNE,7.0,4.0
2012-01-01 02:46:00,North,6.0,0.0
2012-01-01 02:51:00,NNE,6.0,0.0
2012-01-01 02:56:00,NNE,6.0,1.0
2012-01-01 03:01:00,North,6.0,0.0
2012-01-01 03:06:00,North,6.0,0.0
2012-01-01 03:11:00,NNE,4.0,0.0
2012-01-01 03:16:00,North,4.0,1.0
2012-01-01 03:21:00,NNE,2.0,0.0
2012-01-01 03:27:00,NNE,3.0,0.0
2012-01-01 03:32:00,NNE,3.0,2.0
2012-01-01 03:37:00,NNE,3.0,0.0
2012-01-01 03:42:00,North,4.0,0.0
2012-01-01 03:47:00,NE,4.0,1.0
2012-01-01 03:52:00,NE,4.0,0.0
2012-01-01 03:57:00,NE,4.0,0.0
2012-01-01 04:02:00,NE,4.0,0.0
2012-01-01 04:07:00,NE,1.0,0.0
2012-01-01 04:12:00,NNE,1.0,0.0
2012-01-01 04:17:00,North,1.0,1.0
2012-01-01 04:22:00,NE,3.0,0.0
2012-01-01 04:27:00,NE,3.0,0.0
2012-01-01 04:32:00,NE,3.0,2.0
2012-01-01 04:37:00,North,3.0,2.0
2012-01-01 04:39:00,NE,3.0,1.0
2012-01-01 04:44:00,NNE,5.0,2.0
2012-01-01 04:49:00,NE,5.0,1.0
2012-01-01 04:54:00,East,5.0,1.0
2012-01-01 04:59:00,East,5.0,0.0
2012-01-01 05:00:00,East,4.0,0.0
2012-01-01 05:01:00,East,4.0,0.0
2012-01-01 05:02:00,East,4.0,0.0
2012-01-01 05:07:00,East,2.0,0.0
2012-01-01 05:12:00,ENE,2.0,0.0
2012-01-01 05:17:00,NNE,2.0,1.0
2012-01-01 05:22:00,NE,2.0,0.0
2012-01-01 05:28:00,NE,2.0,0.0
2012-01-01 05:33:00,NE,2.0,0.0
2012-01-01 05:38:00,NE,1.0,0.0
2012-01-01 05:43:00,NE,1.0,0.0
2012-01-01 05:48:00,NE,1.0,0.0
2012-01-01 05:53:00,NE,1.0,0.0
2012-01-01 05:58:00,NE,1.0,0.0
2012-01-01 06:03:00,NE,1.0,0.0
2012-01-01 06:08:00,NE,0.0,0.0
2012-01-01 06:13:00,NE,0.0,0.0
2012-01-01 06:18:00,NE,0.0,0.0
2012-01-01 06:24:00,NE,0.0,0.0
2012-01-01 06:29:00,NE,2.0,0.0
2012-01-01 06:34:00,NE,2.0,0.0
2012-01-01 06:39:00,NE,2.0,0.0
2012-01-01 06:44:00,NE,2.0,0.0
2012-01-01 06:49:00,North,2.0,0.0
2012-01-01 06:54:00,North,6.0,0.0
2012-01-01 06:59:00,NNE,6.0,3.0
2012-01-01 07:05:00,North,6.0,3.0
2012-01-01 07:10:00,NNE,4.0,0.0
2012-01-01 07:15:00,ENE,5.0,4.0
2012-01-01 07:20:00,NNE,7.0,3.0
2012-01-01 07:25:00,NE,7.0,1.0
2012-01-01 07:30:00,NNE,7.0,2.0
2012-01-01 07:35:00,North,8.0,2.0
2012-01-01 07:40:00,North,8.0,2.0
2012-01-01 07:46:00,North,8.0,3.0
2012-01-01 07:51:00,NNE,6.0,1.0
2012-01-01 07:56:00,NNE,6.0,1.0
2012-01-01 08:06:00,ENE,5.0,3.0
2012-01-01 08:11:00,NE,5.0,1.0
2012-01-01 08:16:00,ENE,6.0,0.0
2012-01-01 08:22:00,ENE,6.0,2.0
2012-01-01 08:27:00,ENE,5.0,0.0
2012-01-01 08:32:00,East,5.0,0.0
2012-01-01 08:37:00,East,5.0,0.0
2012-01-01 08:42:00,ENE,3.0,0.0
2012-01-01 08:47:00,ENE,3.0,0.0
2012-01-01 08:52:00,ENE,3.0,0.0
2012-01-01 08:57:00,ENE,3.0,0.0
2012-01-01 09:02:00,ENE,3.0,1.0
2012-01-01 09:07:00,East,3.0,0.0
2012-01-01 09:12:00,East,2.0,0.0
2012-01-01 09:17:00,East,2.0,0.0
2012-01-01 09:22:00,East,2.0,0.0
2012-01-01 09:27:00,East,3.0,0.0
2012-01-01 09:32:00,East,4.0,0.0
2012-01-01 09:37:00,East,4.0,0.0
2012-01-01 09:42:00,East,4.0,0.0
2012-01-01 09:47:00,NNE,2.0,0.0
2012-01-01 09:52:00,ENE,3.0,0.0
2012-01-01 09:57:00,ENE,5.0,0.0
2012-01-01 10:03:00,NE,5.0,0.0
2012-01-01 10:08:00,ENE,5.0,0.0
2012-01-01 10:13:00,ENE,2.0,0.0
2012-01-01 10:18:00,ENE,2.0,0.0
2012-01-01 10:23:00,ENE,1.0,0.0
2012-01-01 10:28:00,ENE,0.0,0.0
2012-01-01 10:33:00,ENE,0.0,0.0
2012-01-01 10:38:00,ENE,0.0,0.0
2012-01-01 10:43:00,ENE,0.0,0.0
2012-01-01 10:48:00,ENE,0.0,0.0
2012-01-01 10:54:00,ENE,0.0,0.0
2012-01-01 10:59:00,ENE,0.0,0.0
2012-01-01 11:04:00,ENE,0.0,0.0
2012-01-01 11:09:00,ENE,0.0,0.0
2012-01-01 11:14:00,ENE,0.0,0.0
2012-01-01 11:19:00,ENE,0.0,0.0
2012-01-01 11:24:00,ENE,0.0,0.0
2012-01-01 11:29:00,ENE,0.0,0.0
2012-01-01 11:35:00,ENE,0.0,0.0
2012-01-01 11:40:00,ENE,0.0,0.0
2012-01-01 11:45:00,ENE,0.0,0.0
2012-01-01 11:50:00,ENE,0.0,0.0
2012-01-01 11:55:00,ENE,0.0,0.0
2012-01-01 12:00:00,ENE,0.0,0.0
2012-01-01 12:05:00,ENE,0.0,0.0
2012-01-01 12:10:00,ENE,0.0,3.0
2012-01-01 12:16:00,ENE,3.0,0.0
2012-01-01 12:21:00,ENE,3.0,0.0
2012-01-01 12:26:00,ENE,3.0,0.0
2012-01-01 12:31:00,ENE,0.0,0.0
2012-01-01 12:36:00,ENE,0.0,0.0
2012-01-01 12:41:00,ENE,0.0,0.0
2012-01-01 12:46:00,ENE,0.0,0.0
2012-01-01 12:51:00,ENE,0.0,0.0
2012-01-01 12:57:00,ENE,0.0,0.0
2012-01-01 13:02:00,East,0.0,0.0
2012-01-01 13:07:00,East,1.0,0.0
2012-01-01 13:12:00,East,1.0,0.0
2012-01-01 13:17:00,East,1.0,0.0
2012-01-01 13:22:00,East,1.0,0.0
2012-01-01 13:27:00,East,1.0,0.0
2012-01-01 13:32:00,East,2.0,0.0
2012-01-01 13:37:00,East,2.0,0.0
2012-01-01 13:38:00,East,2.0,0.0
2012-01-01 13:43:00,East,2.0,0.0
2012-01-01 13:48:00,East,1.0,0.0
2012-01-01 13:53:00,East,1.0,0.0
2012-01-01 13:58:00,East,1.0,1.0
2012-01-01 14:03:00,ENE,2.0,0.0
2012-01-01 14:08:00,ENE,3.0,0.0
2012-01-01 14:13:00,ENE,3.0,0.0
2012-01-01 14:18:00,ENE,1.0,0.0
2012-01-01 14:23:00,ENE,1.0,0.0
2012-01-01 14:29:00,ENE,1.0,0.0
2012-01-01 14:34:00,ENE,1.0,0.0
2012-01-01 14:39:00,ENE,0.0,0.0
2012-01-01 14:44:00,ENE,0.0,0.0
2012-01-01 14:49:00,ENE,0.0,0.0
2012-01-01 14:55:00,ENE,0.0,0.0
2012-01-01 15:00:00,ENE,0.0,0.0
2012-01-01 15:05:00,ENE,0.0,0.0
2012-01-01 15:10:00,ENE,0.0,0.0
2012-01-01 15:15:00,ENE,0.0,0.0
2012-01-01 15:20:00,ENE,0.0,0.0
2012-01-01 15:25:00,ENE,0.0,0.0
2012-01-01 15:30:00,ENE,0.0,0.0
2012-01-01 15:35:00,ENE,0.0,0.0
2012-01-01 15:37:00,ENE,0.0,0.0
2012-01-01 15:42:00,ENE,0.0,0.0
2012-01-01 15:47:00,ENE,0.0,0.0
2012-01-01 15:53:00,ENE,0.0,0.0
2012-01-01 15:58:00,ENE,0.0,0.0
2012-01-01 16:03:00,ENE,1.0,0.0
2012-01-01 16:08:00,ENE,1.0,0.0
2012-01-01 16:13:00,ENE,1.0,0.0
2012-01-01 16:18:00,ENE,0.0,0.0
2012-01-01 16:23:00,ENE,1.0,0.0
2012-01-01 16:28:00,ENE,1.0,0.0
2012-01-01 16:33:00,ENE,1.0,0.0
2012-01-01 16:38:00,ENE,1.0,1.0
2012-01-01 16:43:00,ENE,1.0,0.0
2012-01-01 16:48:00,ENE,2.0,2.0
2012-01-01 16:54:00,ENE,4.0,2.0
2012-01-01 16:59:00,ENE,4.0,0.0
2012-01-01 17:04:00,East,7.0,3.0
2012-01-01 17:09:00,NNE,7.0,2.0
2012-01-01 17:14:00,East,7.0,1.0
2012-01-01 17:19:00,East,5.0,0.0
2012-01-01 17:24:00,East,4.0,3.0
2012-01-01 17:29:00,East,4.0,1.0
2012-01-01 17:34:00,East,4.0,1.0
2012-01-01 17:39:00,East,4.0,2.0
2012-01-01 17:44:00,East,5.0,1.0
2012-01-01 17:49:00,East,5.0,1.0
2012-01-01 17:55:00,East,5.0,0.0
2012-01-01 18:00:00,East,3.0,0.0
2012-01-01 18:05:00,ENE,3.0,2.0
2012-01-01 18:10:00,East,3.0,1.0
2012-01-01 18:15:00,East,5.0,1.0
2012-01-01 18:20:00,East,5.0,0.0
2012-01-01 18:25:00,ENE,5.0,0.0
2012-01-01 18:30:00,East,5.0,2.0
2012-01-01 18:35:00,East,6.0,0.0
2012-01-01 18:37:00,East,6.0,3.0
2012-01-01 18:42:00,East,6.0,0.0
2012-01-01 18:47:00,East,5.0,0.0
2012-01-01 18:52:00,East,5.0,0.0
2012-01-01 18:57:00,East,3.0,0.0
2012-01-01 19:02:00,East,3.0,0.0
2012-01-01 19:07:00,East,3.0,0.0
2012-01-01 19:12:00,ENE,4.0,1.0
2012-01-01 19:17:00,East,6.0,1.0
2012-01-01 19:22:00,East,6.0,2.0
2012-01-01 19:27:00,East,6.0,2.0
2012-01-01 19:32:00,East,4.0,2.0
2012-01-01 19:37:00,NE,5.0,2.0
2012-01-01 19:42:00,NNE,5.0,0.0
2012-01-01 19:47:00,North,5.0,0.0
2012-01-01 19:52:00,NE,3.0,0.0
2012-01-01 19:57:00,NE,3.0,0.0
2012-01-01 20:02:00,NE,4.0,1.0
2012-01-01 20:07:00,NE,4.0,0.0
2012-01-01 20:12:00,NE,3.0,0.0
2012-01-01 20:17:00,NNE,3.0,0.0
2012-01-01 20:22:00,ENE,4.0,0.0
2012-01-01 20:27:00,North,4.0,0.0
2012-01-01 20:32:00,NNE,4.0,0.0
2012-01-01 20:37:00,ENE,4.0,1.0
2012-01-01 20:42:00,ENE,4.0,0.0
2012-01-01 20:47:00,ENE,4.0,2.0
2012-01-01 20:52:00,NE,3.0,0.0
2012-01-01 20:57:00,NE,3.0,0.0
2012-01-01 21:02:00,South,3.0,0.0
2012-01-01 21:08:00,ESE,3.0,0.0
2012-01-01 21:13:00,East,3.0,0.0
2012-01-01 21:18:00,East,3.0,0.0
2012-01-01 21:23:00,ESE,3.0,0.0
2012-01-01 21:28:00,East,3.0,0.0
2012-01-01 21:33:00,SSW,4.0,2.0
2012-01-01 21:38:00,South,4.0,1.0
2012-01-01 21:43:00,South,4.0,0.0
2012-01-01 21:48:00,WSW,4.0,0.0
2012-01-01 21:53:00,SSW,4.0,0.0
2012-01-01 21:59:00,West,3.0,0.0
2012-01-01 22:04:00,South,4.0,2.0
2012-01-01 22:09:00,SSW,5.0,0.0
2012-01-01 22:14:00,WSW,5.0,1.0
2012-01-01 22:19:00,WSW,4.0,1.0
2012-01-01 22:24:00,SW,4.0,1.0
2012-01-01 22:29:00,South,3.0,0.0
2012-01-01 22:34:00,South,4.0,0.0
2012-01-01 22:40:00,South,4.0,1.0
2012-01-01 22:45:00,South,3.0,0.0
2012-01-01 22:50:00,South,2.0,0.0
2012-01-01 22:55:00,South,2.0,0.0
2012-01-01 23:00:00,South,2.0,0.0
2012-01-01 23:05:00,South,2.0,1.0
2012-01-01 23:10:00,South,3.0,1.0
2012-01-01 23:15:00,South,3.0,0.0
2012-01-01 23:21:00,South,3.0,0.0
2012-01-01 23:26:00,SW,3.0,0.0
2012-01-01 23:31:00,WSW,2.0,0.0
2012-01-01 23:36:00,WSW,2.0,0.0
2012-01-01 23:41:00,SW,2.0,1.0
2012-01-01 23:46:00,SW,2.0,1.0
2012-01-01 23:51:00,SSW,2.0,0.0
2012-01-01 23:56:00,SSW,2.0,0.0
2012-01-02 00:01:00,SSW,2.0,0.0
2012-01-02 00:06:00,SSW,2.0,0.0
2012-01-02 00:12:00,SSW,2.0,1.0
2012-01-02 00:17:00,SSW,2.0,1.0
2012-01-02 00:22:00,SSW,2.0,0.0
2012-01-02 00:27:00,SSW,1.0,0.0
2012-01-02 00:32:00,SW,2.0,2.0
2012-01-02 00:37:00,SW,3.0,0.0
2012-01-02 00:42:00,WSW,3.0,1.0
2012-01-02 00:47:00,WSW,3.0,0.0
2012-01-02 00:52:00,WSW,3.0,0.0
2012-01-02 00:57:00,WSW,1.0,0.0
2012-01-02 01:02:00,WSW,1.0,0.0
2012-01-02 01:07:00,WSW,1.0,0.0
2012-01-02 01:12:00,WSW,1.0,0.0
2012-01-02 01:18:00,WSW,1.0,0.0
2012-01-02 01:23:00,WSW,0.0,0.0
2012-01-02 01:28:00,WSW,0.0,0.0
2012-01-02 01:33:00,WSW,1.0,0.0
2012-01-02 01:38:00,WSW,1.0,0.0
2012-01-02 01:43:00,WSW,1.0,0.0
2012-01-02 01:49:00,WSW,1.0,0.0
2012-01-02 01:54:00,WSW,0.0,0.0
2012-01-02 01:59:00,WSW,0.0,0.0
2012-01-02 02:04:00,WSW,0.0,0.0
2012-01-02 02:09:00,WSW,0.0,0.0
2012-01-02 02:14:00,WSW,0.0,0.0
2012-01-02 02:19:00,WSW,0.0,0.0
2012-01-02 02:25:00,WSW,0.0,0.0
2012-01-02 02:30:00,WSW,0.0,0.0
2012-01-02 02:35:00,WSW,0.0,0.0
2012-01-02 02:40:00,WSW,0.0,1.0
2012-01-02 02:45:00,WSW,1.0,0.0
2012-01-02 02:51:00,WSW,1.0,0.0
2012-01-02 02:56:00,WSW,1.0,0.0
2012-01-02 03:01:00,WSW,3.0,1.0
2012-01-02 03:06:00,WSW,3.0,0.0
2012-01-02 03:11:00,WSW,3.0,0.0
2012-01-02 03:16:00,WSW,1.0,0.0
2012-01-02 03:21:00,WSW,1.0,0.0
2012-01-02 03:26:00,SW,4.0,0.0
2012-01-02 03:32:00,SW,4.0,0.0
2012-01-02 03:37:00,SW,4.0,0.0
2012-01-02 03:42:00,SW,4.0,0.0
2012-01-02 03:47:00,SW,1.0,0.0
2012-01-02 03:52:00,SW,1.0,0.0
2012-01-02 03:57:00,SW,1.0,0.0
2012-01-02 04:02:00,SW,0.0,0.0
2012-01-02 04:07:00,SW,0.0,0.0
2012-01-02 04:12:00,SW,0.0,0.0
2012-01-02 04:18:00,SW,0.0,0.0
2012-01-02 04:23:00,SW,0.0,0.0
2012-01-02 04:28:00,SW,0.0,0.0
2012-01-02 04:33:00,SW,0.0,0.0
2012-01-02 04:37:00,SW,1.0,1.0
2012-01-02 04:42:00,SW,5.0,0.0
2012-01-02 04:47:00,SW,5.0,0.0
2012-01-02 04:52:00,West,5.0,0.0
2012-01-02 04:58:00,West,2.0,0.0
2012-01-02 05:00:00,West,2.0,0.0
2012-01-02 05:01:00,West,2.0,0.0
2012-01-02 05:02:00,West,2.0,0.0
2012-01-02 05:07:00,West,2.0,0.0
2012-01-02 05:12:00,West,1.0,0.0
2012-01-02 05:17:00,West,1.0,0.0
2012-01-02 05:22:00,West,1.0,0.0
2012-01-02 05:28:00,West,1.0,0.0
2012-01-02 05:33:00,West,1.0,0.0
2012-01-02 05:38:00,West,0.0,0.0
2012-01-02 05:43:00,West,1.0,0.0
2012-01-02 05:48:00,West,1.0,0.0
2012-01-02 05:53:00,WSW,2.0,2.0
2012-01-02 05:58:00,WSW,3.0,0.0
2012-01-02 06:03:00,WSW,3.0,1.0
2012-01-02 06:08:00,SW,4.0,2.0
2012-01-02 06:13:00,SW,4.0,0.0
2012-01-02 06:18:00,SW,4.0,4.0
2012-01-02 06:24:00,WSW,7.0,5.0
2012-01-02 06:29:00,SW,7.0,3.0
2012-01-02 06:34:00,SSW,7.0,3.0
2012-01-02 06:39:00,SW,7.0,2.0
2012-01-02 06:44:00,SSW,6.0,2.0
2012-01-02 06:49:00,SW,7.0,1.0
2012-01-02 06:54:00,WSW,7.0,1.0
2012-01-02 06:59:00,South,7.0,3.0
2012-01-02 07:05:00,SW,7.0,1.0
2012-01-02 07:10:00,WSW,7.0,1.0
2012-01-02 07:15:00,SW,5.0,0.0
2012-01-02 07:20:00,SW,4.0,0.0
2012-01-02 07:25:00,South,4.0,0.0
2012-01-02 07:30:00,SW,4.0,0.0
2012-01-02 07:35:00,SW,3.0,0.0
2012-01-02 07:40:00,SW,3.0,0.0
2012-01-02 07:46:00,SW,1.0,0.0
2012-01-02 07:51:00,SW,0.0,0.0
2012-01-02 07:56:00,SW,0.0,0.0
